19,Nuevo León,001,Abasolo,1002000005,Porcentaje de hombres de 15 a 29 años,,,,,,,,,,,,,,,29.9,,,,,28.6,,,,,26.4,,,,,24.4,,,,,12.76998863,,,,,25.1908396946565,No especificada
19,Nuevo León,001,Abasolo,1002000006,Porcentaje de mujeres de 15 a 29 años,,,,,,,,,,,,,,,31.6,,,,,28.5,,,,,25.4,,,,,23.4,,,,,12.23948465,,,,,25.6694970607446,No especificada
19,Nuevo León,001,Abasolo,1002000007,Porcentaje de población de 60 y más años,,,,,,,,,,,,,,,6.5,,,,,7.7,,,,,8,,,,,8.6,,,,,10.57218643,,,,,,No especificada
19,Nuevo León,001,Abasolo,1002000008,Porcentaje de hombres de 60 y más años,,,,,,,,,,,,,,,7.3,,,,,8.5,,,,,8.3,,,,,8.5,,,,,5.001894657,,,,,10.7564191533657,No especificada
19,Nuevo León,001,Abasolo,1002000009,Porcentaje de mujeres de 60 y más años,,,,,,,,,,,,,,,5.6,,,,,6.8,,,,,7.8,,,,,8.7,,,,,5.570291777,,,,,11.2998040496408,No especificada
19,Nuevo León,001,Abasolo,1002000010,Edad mediana,,,,,,,,,,,,,,,ND,,,,,23,,,,,24,,,,,25,,,,,27.712121,,,,,28,Años
19,Nuevo León,001,Abasolo,1002000011,Edad mediana hombres,,,,,,,,,,,,,,,ND,,,,,23,,,,,25,,,,,25,,,,,,,,,,28,Años
19,Nuevo León,001,Abasolo,1002000012,Edad mediana mujeres,,,,,,,,,,,,,,,ND,,,,,23,,,,,24,,,,,25,,,,,,,,,,28,Años
19,Nuevo León,001,Abasolo,1002000024,Relación hombres-mujeres,,,,,,,,,,,,,,,106.7,,,,,105.06,,,,,100.73,,,,,101.52,,,,,96.354167,,,,,94.1,Hombres por cada 100 mujeres
19,Nuevo León,001,Abasolo,1002000055,Población de edad no especificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Número de personas
19,Nuevo León,001,Abasolo,1002000056,Población de edad no especificada. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Número de personas
19,Nuevo León,001,Abasolo,1002000057,Población de edad no especificada. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Número de personas
19,Nuevo León,001,Abasolo,1002000058,Población de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,Número de personas
19,Nuevo León,001,Abasolo,1002000059,Población de 0 a 4 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,Número de personas
19,Nuevo León,001,Abasolo,1002000060,Población de 0 a 4 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,Número de personas
19,Nuevo León,001,Abasolo,1002000061,Población de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,Número de personas
19,Nuevo León,001,Abasolo,1002000062,Población de 10 a 14 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Número de personas
19,Nuevo León,001,Abasolo,1002000063,Población de 10 a 14 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,Número de personas
19,Nuevo León,001,Abasolo,1002000064,Población de 100 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,001,Abasolo,1002000065,Población de 100 años y más. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,001,Abasolo,1002000066,Población de 100 años y más. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,001,Abasolo,1002000067,Población de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Número de personas
19,Nuevo León,001,Abasolo,1002000068,Población de 15 a 19 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,Número de personas
19,Nuevo León,001,Abasolo,1002000069,Población de 15 a 19 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,Número de personas
19,Nuevo León,001,Abasolo,1002000070,Población de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,Número de personas
19,Nuevo León,001,Abasolo,1002000071,Población de 20 a 24 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,Número de personas
19,Nuevo León,001,Abasolo,1002000072,Población de 20 a 24 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Número de personas
19,Nuevo León,001,Abasolo,1002000073,Población de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,Número de personas
19,Nuevo León,001,Abasolo,1002000074,Población de 25 a 29 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,Número de personas
19,Nuevo León,001,Abasolo,1002000075,Población de 25 a 29 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Número de personas
19,Nuevo León,001,Abasolo,1002000076,Población de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,Número de personas
19,Nuevo León,001,Abasolo,1002000077,Población de 30 a 34 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,Número de personas
19,Nuevo León,001,Abasolo,1002000078,Población de 30 a 34 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,Número de personas
19,Nuevo León,001,Abasolo,1002000079,Población de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,Número de personas
19,Nuevo León,001,Abasolo,1002000080,Población de 35 a 39 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,Número de personas
19,Nuevo León,001,Abasolo,1002000081,Población de 35 a 39 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,Número de personas
19,Nuevo León,001,Abasolo,1002000082,Población de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,Número de personas
19,Nuevo León,001,Abasolo,1002000083,Población de 40 a 44 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Número de personas
19,Nuevo León,001,Abasolo,1002000084,Población de 40 a 44 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Número de personas
19,Nuevo León,001,Abasolo,1002000085,Población de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Número de personas
19,Nuevo León,001,Abasolo,1002000086,Población de 45 a 49 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Número de personas
19,Nuevo León,001,Abasolo,1002000087,Población de 45 a 49 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,Número de personas
19,Nuevo León,001,Abasolo,1002000088,Población de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,Número de personas
19,Nuevo León,001,Abasolo,1002000089,Población de 5 a 9 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,Número de personas
19,Nuevo León,001,Abasolo,1002000090,Población de 5 a 9 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Número de personas
19,Nuevo León,001,Abasolo,1002000091,Población de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,Número de personas
19,Nuevo León,001,Abasolo,1002000092,Población de 50 a 54 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,Número de personas
19,Nuevo León,001,Abasolo,1002000093,Población de 50 a 54 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Número de personas
19,Nuevo León,001,Abasolo,1002000094,Población de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,Número de personas
19,Nuevo León,001,Abasolo,1002000095,Población de 55 a 59 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Número de personas
19,Nuevo León,001,Abasolo,1002000096,Población de 55 a 59 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,Número de personas
19,Nuevo León,001,Abasolo,1002000097,Población de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Número de personas
19,Nuevo León,001,Abasolo,1002000098,Población de 60 a 64 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,Número de personas
19,Nuevo León,001,Abasolo,1002000099,Población de 60 a 64 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Número de personas
19,Nuevo León,001,Abasolo,1002000100,Población de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Número de personas
19,Nuevo León,001,Abasolo,1002000101,Población de 65 a 69 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Número de personas
19,Nuevo León,001,Abasolo,1002000102,Población de 65 a 69 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Número de personas
19,Nuevo León,001,Abasolo,1002000103,Población de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,Número de personas
19,Nuevo León,001,Abasolo,1002000104,Población de 70 a 74 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Número de personas
19,Nuevo León,001,Abasolo,1002000105,Población de 70 a 74 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Número de personas
19,Nuevo León,001,Abasolo,1002000106,Población de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Número de personas
19,Nuevo León,001,Abasolo,1002000107,Población de 75 a 79 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Número de personas
19,Nuevo León,001,Abasolo,1002000108,Población de 75 a 79 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Número de personas
19,Nuevo León,001,Abasolo,1002000109,Población de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Número de personas
19,Nuevo León,001,Abasolo,1002000110,Población de 80 a 84 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Número de personas
19,Nuevo León,001,Abasolo,1002000111,Población de 80 a 84 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Número de personas
19,Nuevo León,001,Abasolo,1002000112,Población de 85 a 89 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Número de personas
19,Nuevo León,001,Abasolo,1002000113,Población de 85 a 89 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Número de personas
19,Nuevo León,001,Abasolo,1002000114,Población de 85 a 89 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Número de personas
19,Nuevo León,001,Abasolo,1002000115,Población de 90 a 94 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Número de personas
19,Nuevo León,001,Abasolo,1002000116,Población de 90 a 94 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Número de personas
19,Nuevo León,001,Abasolo,1002000117,Población de 90 a 94 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Número de personas
19,Nuevo León,001,Abasolo,1002000118,Población de 95 a 99 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,001,Abasolo,1002000119,Población de 95 a 99 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,001,Abasolo,1002000120,Población de 95 a 99 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,001,Abasolo,1002000127,Relación de dependencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.290878,,,,,51.7,Porcentaje
19,Nuevo León,001,Abasolo,3105001001,Densidad de población,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.294427,,,,,63.4414733443153,Habitantes por kilómetro cuadrado
19,Nuevo León,001,Abasolo,3105004001,Porcentaje de población en localidades de menos de 2 500 habitantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Porcentaje
19,Nuevo León,001,Abasolo,6200240300,Porcentaje de hombres de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1095942,,,,,4.17227456258412,Porcentaje
19,Nuevo León,001,Abasolo,6200240310,Porcentaje de mujeres de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7205157,,,,,0.706594885598923,Porcentaje
19,Nuevo León,001,Abasolo,6200240311,Porcentaje de hombres de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5127038,,,,,4.54239569313594,Porcentaje
19,Nuevo León,001,Abasolo,6200240312,Porcentaje de mujeres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6264695,,,,,4.54239569313594,Porcentaje
19,Nuevo León,001,Abasolo,6200240328,Porcentaje de mujeres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9340159,,,,,2.45625841184388,Porcentaje
19,Nuevo León,001,Abasolo,6200240330,Porcentaje de hombres de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8342814,,,,,0.471063257065949,Porcentaje
19,Nuevo León,001,Abasolo,6200240341,Porcentaje de mujeres de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3610163,,,,,3.43203230148048,Porcentaje
19,Nuevo León,001,Abasolo,6200240342,Porcentaje de mujeres de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1376564,,,,,1.07671601615074,Porcentaje
19,Nuevo León,001,Abasolo,6200240343,Porcentaje de hombres de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5885476,,,,,4.27321668909825,Porcentaje
19,Nuevo León,001,Abasolo,6200240344,Porcentaje de mujeres de 85 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303375,,,,,0.639300134589502,Porcentaje
19,Nuevo León,001,Abasolo,6200240354,Porcentaje de mujeres de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1573758,,,,,4.37415881561238,Porcentaje
19,Nuevo León,001,Abasolo,6200240356,Porcentaje de mujeres de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2093288,,,,,4.54239569313594,Porcentaje
19,Nuevo León,001,Abasolo,6200240357,Porcentaje de hombres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5267349,,,,,3.33109017496635,Porcentaje
19,Nuevo León,001,Abasolo,6200240377,Porcentaje de mujeres de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2612818,,,,,3.70121130551817,Porcentaje
19,Nuevo León,001,Abasolo,6200240378,Porcentaje de mujeres de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3989382,,,,,5.08075370121131,Porcentaje
19,Nuevo León,001,Abasolo,6200240379,Porcentaje de mujeres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4929845,,,,,0.471063257065949,Porcentaje
19,Nuevo León,001,Abasolo,6200240384,Porcentaje de mujeres de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0436102,,,,,4.94616419919246,Porcentaje
19,Nuevo León,001,Abasolo,6200240388,Porcentaje de hombres de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4031096,,,,,0.807537012113055,Porcentaje
19,Nuevo León,001,Abasolo,6200240410,Porcentaje de hombres de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3272658,,,,,2.05248990578735,Porcentaje
19,Nuevo León,001,Abasolo,6200240411,Porcentaje de hombres de 85 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3412969,,,,,0.336473755047106,Porcentaje
19,Nuevo León,001,Abasolo,6200240423,Porcentaje de hombres de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7542662,,,,,3.56662180349933,Porcentaje
19,Nuevo León,001,Abasolo,6200240425,Porcentaje de hombres de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7584376,,,,,1.07671601615074,Porcentaje
19,Nuevo León,001,Abasolo,6200240426,Porcentaje de mujeres de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6306409,,,,,1.71601615074024,Porcentaje
19,Nuevo León,001,Abasolo,6200240427,Porcentaje de mujeres de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.289344,,,,,1.21130551816958,Porcentaje
19,Nuevo León,001,Abasolo,6200240443,Porcentaje de mujeres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7921881,,,,,2.62449528936743,Porcentaje
19,Nuevo León,001,Abasolo,6200240444,Porcentaje de hombres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1615472,,,,,2.69179004037685,Porcentaje
19,Nuevo León,001,Abasolo,6200240445,Porcentaje de hombres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4747819,,,,,4.1049798115747,Porcentaje
19,Nuevo León,001,Abasolo,6200240475,Porcentaje de hombres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3412969,,,,,0.471063257065949,Porcentaje
19,Nuevo León,001,Abasolo,6200240486,Porcentaje de hombres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2612818,,,,,4.00403768506057,Porcentaje
19,Nuevo León,001,Abasolo,6200240507,Porcentaje de mujeres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5028441,,,,,3.02826379542396,Porcentaje
19,Nuevo León,001,Abasolo,6200240518,Porcentaje de hombres de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2612818,,,,,2.89367429340511,Porcentaje
19,Nuevo León,001,Abasolo,6200240520,Porcentaje de hombres de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9298445,,,,,3.93674293405114,Porcentaje
19,Nuevo León,001,Abasolo,6200240532,Porcentaje de hombres de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2233599,,,,,3.02826379542396,Porcentaje
19,Nuevo León,001,Abasolo,6200240533,Porcentaje de hombres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2612818,,,,,2.72543741588156,Porcentaje
19,Nuevo León,001,Abasolo,6200240548,Porcentaje de mujeres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9958286,,,,,3.73485868102288,Porcentaje
19,Nuevo León,001,Abasolo,6200240549,Porcentaje de mujeres de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0716724,,,,,3.23014804845222,Porcentaje
19,Nuevo León,001,Abasolo,6205370864,Porcentaje de población que se considera afrodescendiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0378931,,,,,0.23537323470074,Porcentaje
19,Nuevo León,001,Abasolo,6207019006,Porcentaje de población que está registrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.143236,,,,,,Porcentaje
19,Nuevo León,001,Abasolo,6207019008,Porcentaje de población que no está registrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3789314,,,,,,Porcentaje
19,Nuevo León,001,Abasolo,6207019014,Porcentaje de población que se considera indígena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5915119,,,,,,Porcentaje
19,Nuevo León,001,Abasolo,6207019021,Porcentaje de población que está registrada en otro país,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1515726,,,,,,Porcentaje
19,Nuevo León,001,Abasolo,6207019025,Porcentaje de población que no posee nacionalidad mexicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1136794,,,,,,Porcentaje
19,Nuevo León,001,Abasolo,6207019053,Porcentaje de población que no especifica la condición de registro de nacimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3262599,,,,,,Porcentaje
19,Nuevo León,001,Abasolo,6207019061,Porcentaje de población en el ámbito geográfico de referencia respecto a la unidad geográfica superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051548,,,,,,Porcentaje
19,Nuevo León,001,Abasolo,6207019063,Porcentaje de superficie en el ámbito geográfico de referencia respecto a la unidad geográfica superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0730693,,,,,0.0730683048733109,Porcentaje
19,Nuevo León,001,Abasolo,6207020032,Porcentaje de hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.071618,,,,,48.4868863483524,Porcentaje
19,Nuevo León,001,Abasolo,6207020033,Porcentaje de mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.928382,,,,,51.5131136516476,Porcentaje
19,Nuevo León,001,Abasolo,6207020632,Población total en viviendas particulares habitadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639,,,,,,Número de personas
19,Nuevo León,001,Abasolo,6207129629,Porcentaje de la población nacional/estatal que representa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0514137750884182,Porcentaje
19,Nuevo León,001,Abasolo,6207129630,Promedio de ocupantes por dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86712846347607,Promedio
19,Nuevo León,001,Abasolo,6207129825,Población de la ubicación geográfica con la mayor cantidad de pobladores. Primer lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,Personas
19,Nuevo León,001,Abasolo,6207129826,Población de la ubicación geográfica con la mayor cantidad de pobladores. Segundo lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,Personas
19,Nuevo León,001,Abasolo,6207129827,Población de la ubicación geográfica con la mayor cantidad de pobladores. Tercer lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Personas
19,Nuevo León,001,Abasolo,6207129840,Total de áreas geográficas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Municipios
19,Nuevo León,002,Agualeguas,1002000001,Población total,,,,,,,,,,,,,,,4492,,,,,4390,,,,,3537,,,,,3443,,,,,,,,,,3382,Número de personas
19,Nuevo León,002,Agualeguas,1002000002,Población total hombres,,,,,,,,,,,,,,,2273,,,,,2228,,,,,1791,,,,,1777,,,,,,,,,,1690,Número de personas
19,Nuevo León,002,Agualeguas,1002000003,Población total mujeres,,,,,,,,,,,,,,,2219,,,,,2162,,,,,1746,,,,,1666,,,,,,,,,,1692,Número de personas
19,Nuevo León,002,Agualeguas,1002000004,Porcentaje de población de 15 a 29 años,,,,,,,,,,,,,,,27,,,,,24.9,,,,,20.5,,,,,19.2,,,,,18.28618286,,,,,,No especificada
19,Nuevo León,002,Agualeguas,1002000005,Porcentaje de hombres de 15 a 29 años,,,,,,,,,,,,,,,27.5,,,,,24.7,,,,,20.3,,,,,18.6,,,,,9.061090611,,,,,17.2189349112426,No especificada
19,Nuevo León,002,Agualeguas,1002000006,Porcentaje de mujeres de 15 a 29 años,,,,,,,,,,,,,,,26.5,,,,,25.1,,,,,20.8,,,,,19.9,,,,,9.225092251,,,,,16.7848699763593,No especificada
19,Nuevo León,002,Agualeguas,1002000007,Porcentaje de población de 60 y más años,,,,,,,,,,,,,,,15.8,,,,,18,,,,,21.5,,,,,22.6,,,,,21.97621976,,,,,,No especificada
19,Nuevo León,002,Agualeguas,1002000008,Porcentaje de hombres de 60 y más años,,,,,,,,,,,,,,,15.5,,,,,17.8,,,,,21,,,,,22.6,,,,,10.98810988,,,,,26.1538461538462,No especificada
19,Nuevo León,002,Agualeguas,1002000009,Porcentaje de mujeres de 60 y más años,,,,,,,,,,,,,,,16.1,,,,,18.3,,,,,22,,,,,22.6,,,,,10.98810988,,,,,25.7683215130024,No especificada
19,Nuevo León,002,Agualeguas,1002000010,Edad mediana,,,,,,,,,,,,,,,ND,,,,,30,,,,,34,,,,,36,,,,,36.935897,,,,,41.5,Años
19,Nuevo León,002,Agualeguas,1002000011,Edad mediana hombres,,,,,,,,,,,,,,,ND,,,,,30,,,,,34,,,,,35,,,,,,,,,,42,Años
19,Nuevo León,002,Agualeguas,1002000012,Edad mediana mujeres,,,,,,,,,,,,,,,ND,,,,,31,,,,,35,,,,,36,,,,,,,,,,41,Años
19,Nuevo León,002,Agualeguas,1002000024,Relación hombres-mujeres,,,,,,,,,,,,,,,102.43,,,,,103.05,,,,,102.58,,,,,106.66,,,,,103.58932,,,,,99.8,Hombres por cada 100 mujeres
19,Nuevo León,002,Agualeguas,1002000055,Población de edad no especificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,002,Agualeguas,1002000056,Población de edad no especificada. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,002,Agualeguas,1002000057,Población de edad no especificada. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,002,Agualeguas,1002000058,Población de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,Número de personas
19,Nuevo León,002,Agualeguas,1002000059,Población de 0 a 4 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,Número de personas
